subscription_id,customer_id,plan_id,status,billing_cycle,mrr,start_date,end_date,created_at,updated_at
sub_806017,cust_372387,3,active,monthly,79,2024-01-05,,2024-01-05 00:00:00,2024-12-31 00:00:00
sub_276560,cust_734992,3,active,annual,79,2023-07-23,,2023-07-23 00:00:00,2024-12-31 00:00:00
sub_476984,cust_912378,3,active,monthly,79,2024-04-02,,2024-04-02 00:00:00,2024-12-31 00:00:00
sub_372482,cust_761938,3,active,monthly,79,2024-09-19,,2024-09-19 00:00:00,2024-12-31 00:00:00
sub_986993,cust_380465,3,churned,monthly,0,2024-09-11,2024-11-21,2024-09-11 00:00:00,2024-11-21 00:00:00
sub_196864,cust_534098,2,active,monthly,29,2023-06-21,,2023-06-21 00:00:00,2024-12-31 00:00:00
sub_347721,cust_516332,1,churned,monthly,0,2023-04-16,2023-05-20,2023-04-16 00:00:00,2023-05-20 00:00:00
sub_921185,cust_375201,1,active,monthly,0,2024-09-24,,2024-09-24 00:00:00,2024-12-31 00:00:00
sub_858339,cust_237654,1,active,monthly,0,2024-06-23,,2024-06-23 00:00:00,2024-12-31 00:00:00
sub_952812,cust_385647,2,churned,monthly,0,2024-07-15,2024-10-01,2024-07-15 00:00:00,2024-10-01 00:00:00
sub_353677,cust_691380,3,active,annual,79,2024-03-21,,2024-03-21 00:00:00,2024-12-31 00:00:00
sub_100601,cust_483551,2,active,monthly,29,2024-02-27,,2024-02-27 00:00:00,2024-12-31 00:00:00
sub_778799,cust_821179,1,active,annual,0,2024-05-18,,2024-05-18 00:00:00,2024-12-31 00:00:00
sub_176983,cust_687783,3,churned,monthly,0,2024-03-23,2024-10-17,2024-03-23 00:00:00,2024-10-17 00:00:00
sub_116820,cust_351198,4,active,monthly,199,2024-06-13,,2024-06-13 00:00:00,2024-12-31 00:00:00
sub_117173,cust_291267,4,active,annual,199,2023-05-20,,2023-05-20 00:00:00,2024-12-31 00:00:00
sub_960979,cust_152042,1,churned,monthly,0,2024-07-01,2024-10-25,2024-07-01 00:00:00,2024-10-25 00:00:00
sub_631331,cust_115440,1,churned,monthly,0,2024-05-20,2024-08-30,2024-05-20 00:00:00,2024-08-30 00:00:00
sub_964774,cust_184120,1,active,monthly,0,2023-05-30,,2023-05-30 00:00:00,2024-12-31 00:00:00
sub_792706,cust_227885,2,churned,annual,0,2023-09-12,2024-02-28,2023-09-12 00:00:00,2024-02-28 00:00:00
sub_303941,cust_798359,2,churned,monthly,0,2023-08-02,2024-03-19,2023-08-02 00:00:00,2024-03-19 00:00:00
sub_139280,cust_646230,4,active,monthly,199,2023-05-06,,2023-05-06 00:00:00,2024-12-31 00:00:00
sub_337186,cust_555251,1,churned,annual,0,2023-11-29,2024-08-07,2023-11-29 00:00:00,2024-08-07 00:00:00
sub_370157,cust_824305,3,active,monthly,79,2024-05-01,,2024-05-01 00:00:00,2024-12-31 00:00:00
sub_480625,cust_896456,1,active,monthly,0,2024-10-02,,2024-10-02 00:00:00,2024-12-31 00:00:00
sub_185070,cust_685472,3,active,monthly,79,2024-10-22,,2024-10-22 00:00:00,2024-12-31 00:00:00
sub_261528,cust_141406,3,active,monthly,79,2024-05-11,,2024-05-11 00:00:00,2024-12-31 00:00:00
sub_515597,cust_591147,2,active,monthly,29,2023-10-09,,2023-10-09 00:00:00,2024-12-31 00:00:00
sub_594097,cust_576136,3,churned,monthly,0,2023-01-01,2023-08-28,2023-01-01 00:00:00,2023-08-28 00:00:00
sub_140833,cust_790266,2,active,annual,29,2024-07-05,,2024-07-05 00:00:00,2024-12-31 00:00:00
sub_212762,cust_215830,4,churned,monthly,0,2023-04-09,2024-02-07,2023-04-09 00:00:00,2024-02-07 00:00:00
sub_828664,cust_133362,4,active,monthly,199,2024-08-07,,2024-08-07 00:00:00,2024-12-31 00:00:00
sub_538272,cust_852715,2,active,annual,29,2023-03-14,,2023-03-14 00:00:00,2024-12-31 00:00:00
sub_481901,cust_685126,4,active,monthly,199,2024-03-01,,2024-03-01 00:00:00,2024-12-31 00:00:00
sub_571452,cust_326387,1,churned,monthly,0,2024-06-15,2024-10-20,2024-06-15 00:00:00,2024-10-20 00:00:00
sub_535998,cust_287588,3,churned,monthly,0,2024-07-25,2024-09-06,2024-07-25 00:00:00,2024-09-06 00:00:00
sub_733257,cust_209159,2,churned,monthly,0,2023-06-20,2023-10-26,2023-06-20 00:00:00,2023-10-26 00:00:00
sub_845920,cust_676802,2,churned,monthly,0,2023-11-29,2024-02-05,2023-11-29 00:00:00,2024-02-05 00:00:00
sub_625417,cust_902903,3,active,monthly,79,2024-07-17,,2024-07-17 00:00:00,2024-12-31 00:00:00
sub_654418,cust_117094,4,active,annual,199,2024-06-14,,2024-06-14 00:00:00,2024-12-31 00:00:00
sub_146675,cust_823222,3,active,monthly,79,2023-10-10,,2023-10-10 00:00:00,2024-12-31 00:00:00
sub_656524,cust_484914,1,active,monthly,0,2024-08-19,,2024-08-19 00:00:00,2024-12-31 00:00:00
sub_941368,cust_931420,2,churned,annual,0,2024-05-09,2024-07-26,2024-05-09 00:00:00,2024-07-26 00:00:00
sub_795535,cust_947607,1,active,monthly,0,2024-08-13,,2024-08-13 00:00:00,2024-12-31 00:00:00
sub_603174,cust_907812,2,active,annual,29,2023-08-21,,2023-08-21 00:00:00,2024-12-31 00:00:00
sub_179928,cust_434827,2,active,annual,29,2024-07-06,,2024-07-06 00:00:00,2024-12-31 00:00:00
sub_227338,cust_889410,3,active,monthly,79,2024-09-01,,2024-09-01 00:00:00,2024-12-31 00:00:00
sub_800447,cust_881519,2,churned,monthly,0,2023-02-20,2024-05-10,2023-02-20 00:00:00,2024-05-10 00:00:00
sub_553405,cust_307731,3,active,monthly,79,2024-05-14,,2024-05-14 00:00:00,2024-12-31 00:00:00
sub_880823,cust_550956,3,active,monthly,79,2023-11-28,,2023-11-28 00:00:00,2024-12-31 00:00:00
sub_430479,cust_787247,3,churned,annual,0,2023-01-25,2024-03-16,2023-01-25 00:00:00,2024-03-16 00:00:00
sub_243570,cust_957915,2,active,monthly,29,2023-08-28,,2023-08-28 00:00:00,2024-12-31 00:00:00
sub_433774,cust_254850,3,active,annual,79,2023-10-22,,2023-10-22 00:00:00,2024-12-31 00:00:00
sub_877093,cust_313701,3,active,monthly,79,2024-07-13,,2024-07-13 00:00:00,2024-12-31 00:00:00
sub_377120,cust_711324,1,active,monthly,0,2024-11-10,,2024-11-10 00:00:00,2024-12-31 00:00:00
sub_779986,cust_108739,3,active,annual,79,2023-03-10,,2023-03-10 00:00:00,2024-12-31 00:00:00
sub_841242,cust_505298,3,active,monthly,79,2023-08-25,,2023-08-25 00:00:00,2024-12-31 00:00:00
sub_218083,cust_580233,1,active,monthly,0,2024-07-28,,2024-07-28 00:00:00,2024-12-31 00:00:00
sub_254127,cust_817552,3,active,annual,79,2023-12-27,,2023-12-27 00:00:00,2024-12-31 00:00:00
sub_297133,cust_954441,4,churned,annual,0,2023-01-31,2023-08-23,2023-01-31 00:00:00,2023-08-23 00:00:00
sub_919350,cust_810929,4,active,annual,199,2024-09-19,,2024-09-19 00:00:00,2024-12-31 00:00:00
sub_533485,cust_316800,2,active,monthly,29,2024-10-30,,2024-10-30 00:00:00,2024-12-31 00:00:00
sub_546853,cust_241822,2,active,annual,29,2024-03-16,,2024-03-16 00:00:00,2024-12-31 00:00:00
sub_331279,cust_433025,2,churned,monthly,0,2023-05-30,2024-08-26,2023-05-30 00:00:00,2024-08-26 00:00:00
sub_396551,cust_767782,4,active,monthly,199,2023-10-08,,2023-10-08 00:00:00,2024-12-31 00:00:00
sub_802374,cust_342128,1,active,annual,0,2024-09-02,,2024-09-02 00:00:00,2024-12-31 00:00:00
sub_148028,cust_846606,2,active,annual,29,2024-10-27,,2024-10-27 00:00:00,2024-12-31 00:00:00
sub_895792,cust_115743,3,active,monthly,79,2023-10-04,,2023-10-04 00:00:00,2024-12-31 00:00:00
sub_138394,cust_747033,3,active,monthly,79,2024-05-16,,2024-05-16 00:00:00,2024-12-31 00:00:00
sub_944539,cust_428096,3,active,monthly,79,2024-02-08,,2024-02-08 00:00:00,2024-12-31 00:00:00
sub_703638,cust_967182,2,churned,monthly,0,2023-02-13,2023-08-29,2023-02-13 00:00:00,2023-08-29 00:00:00
sub_699475,cust_299072,1,churned,monthly,0,2023-10-26,2024-11-16,2023-10-26 00:00:00,2024-11-16 00:00:00
sub_893341,cust_823468,2,active,annual,29,2024-06-13,,2024-06-13 00:00:00,2024-12-31 00:00:00
sub_213796,cust_829928,3,active,monthly,79,2024-07-13,,2024-07-13 00:00:00,2024-12-31 00:00:00
sub_575062,cust_194560,2,active,monthly,29,2023-09-14,,2023-09-14 00:00:00,2024-12-31 00:00:00
sub_156405,cust_764873,2,churned,monthly,0,2024-01-07,2024-06-11,2024-01-07 00:00:00,2024-06-11 00:00:00
sub_343060,cust_905579,3,churned,annual,0,2023-06-24,2024-02-29,2023-06-24 00:00:00,2024-02-29 00:00:00
sub_315273,cust_423026,3,churned,monthly,0,2023-11-13,2024-09-19,2023-11-13 00:00:00,2024-09-19 00:00:00
sub_912965,cust_112800,3,active,monthly,79,2024-04-14,,2024-04-14 00:00:00,2024-12-31 00:00:00
sub_470500,cust_575779,1,active,monthly,0,2024-02-24,,2024-02-24 00:00:00,2024-12-31 00:00:00
sub_401134,cust_317723,2,churned,monthly,0,2023-02-20,2023-10-26,2023-02-20 00:00:00,2023-10-26 00:00:00
sub_146290,cust_447195,2,active,monthly,29,2023-03-31,,2023-03-31 00:00:00,2024-12-31 00:00:00
sub_923278,cust_925551,4,active,monthly,199,2024-07-29,,2024-07-29 00:00:00,2024-12-31 00:00:00
sub_748115,cust_960109,4,active,monthly,199,2023-03-11,,2023-03-11 00:00:00,2024-12-31 00:00:00
sub_519124,cust_320038,3,churned,monthly,0,2023-08-03,2024-02-23,2023-08-03 00:00:00,2024-02-23 00:00:00
sub_236850,cust_926471,3,active,monthly,79,2023-10-22,,2023-10-22 00:00:00,2024-12-31 00:00:00
sub_295652,cust_620509,4,active,monthly,199,2024-06-16,,2024-06-16 00:00:00,2024-12-31 00:00:00
sub_495597,cust_223949,3,churned,monthly,0,2023-01-25,2024-06-15,2023-01-25 00:00:00,2024-06-15 00:00:00
sub_405530,cust_687638,1,active,monthly,0,2024-10-14,,2024-10-14 00:00:00,2024-12-31 00:00:00
sub_303768,cust_904291,3,active,annual,79,2023-01-07,,2023-01-07 00:00:00,2024-12-31 00:00:00
sub_620792,cust_805139,4,churned,annual,0,2024-05-05,2024-10-29,2024-05-05 00:00:00,2024-10-29 00:00:00
sub_127859,cust_953715,3,active,annual,79,2024-02-28,,2024-02-28 00:00:00,2024-12-31 00:00:00
sub_963020,cust_818791,3,active,annual,79,2023-12-06,,2023-12-06 00:00:00,2024-12-31 00:00:00
sub_459609,cust_735111,2,active,annual,29,2024-02-03,,2024-02-03 00:00:00,2024-12-31 00:00:00
sub_538586,cust_621199,3,active,monthly,79,2023-09-01,,2023-09-01 00:00:00,2024-12-31 00:00:00
sub_918210,cust_311915,4,active,annual,199,2023-04-05,,2023-04-05 00:00:00,2024-12-31 00:00:00
sub_557431,cust_649063,3,active,monthly,79,2023-11-14,,2023-11-14 00:00:00,2024-12-31 00:00:00
sub_799512,cust_138328,4,active,annual,199,2024-04-15,,2024-04-15 00:00:00,2024-12-31 00:00:00
sub_824679,cust_449479,1,active,monthly,0,2024-04-23,,2024-04-23 00:00:00,2024-12-31 00:00:00
sub_367642,cust_310297,4,active,monthly,199,2023-07-17,,2023-07-17 00:00:00,2024-12-31 00:00:00
sub_254069,cust_753205,2,churned,monthly,0,2024-07-27,2024-09-27,2024-07-27 00:00:00,2024-09-27 00:00:00
sub_697144,cust_279594,2,active,monthly,29,2023-03-14,,2023-03-14 00:00:00,2024-12-31 00:00:00
sub_645252,cust_502233,3,active,monthly,79,2023-02-25,,2023-02-25 00:00:00,2024-12-31 00:00:00
sub_461462,cust_427617,2,churned,monthly,0,2023-12-07,2024-01-28,2023-12-07 00:00:00,2024-01-28 00:00:00
sub_203025,cust_832534,2,active,monthly,29,2024-04-24,,2024-04-24 00:00:00,2024-12-31 00:00:00
sub_667770,cust_746910,2,churned,monthly,0,2023-09-22,2024-04-28,2023-09-22 00:00:00,2024-04-28 00:00:00
sub_509650,cust_218370,4,churned,annual,0,2023-12-26,2024-09-26,2023-12-26 00:00:00,2024-09-26 00:00:00
sub_158705,cust_848969,3,churned,monthly,0,2023-04-20,2023-09-02,2023-04-20 00:00:00,2023-09-02 00:00:00
sub_760117,cust_674566,2,churned,monthly,0,2023-06-12,2024-01-18,2023-06-12 00:00:00,2024-01-18 00:00:00
sub_727924,cust_827851,2,active,monthly,29,2023-08-30,,2023-08-30 00:00:00,2024-12-31 00:00:00
sub_503149,cust_682051,2,churned,annual,0,2023-04-10,2023-07-10,2023-04-10 00:00:00,2023-07-10 00:00:00
sub_375564,cust_618306,1,active,monthly,0,2024-10-22,,2024-10-22 00:00:00,2024-12-31 00:00:00
sub_239110,cust_574978,2,active,annual,29,2024-06-28,,2024-06-28 00:00:00,2024-12-31 00:00:00
sub_213994,cust_419343,4,churned,monthly,0,2024-03-21,2024-06-13,2024-03-21 00:00:00,2024-06-13 00:00:00
sub_182412,cust_408474,3,active,monthly,79,2023-03-05,,2023-03-05 00:00:00,2024-12-31 00:00:00
sub_155469,cust_346668,3,active,monthly,79,2024-03-18,,2024-03-18 00:00:00,2024-12-31 00:00:00
sub_799689,cust_597938,2,churned,monthly,0,2023-05-23,2023-06-26,2023-05-23 00:00:00,2023-06-26 00:00:00
sub_615454,cust_240800,1,churned,annual,0,2023-01-12,2024-12-20,2023-01-12 00:00:00,2024-12-20 00:00:00
sub_571485,cust_536056,4,active,annual,199,2024-04-11,,2024-04-11 00:00:00,2024-12-31 00:00:00
sub_347411,cust_336706,3,churned,annual,0,2023-07-10,2024-07-14,2023-07-10 00:00:00,2024-07-14 00:00:00
sub_569009,cust_704349,3,active,annual,79,2024-01-11,,2024-01-11 00:00:00,2024-12-31 00:00:00
sub_346645,cust_865654,3,active,monthly,79,2024-06-23,,2024-06-23 00:00:00,2024-12-31 00:00:00
sub_854124,cust_801200,3,active,monthly,79,2023-03-21,,2023-03-21 00:00:00,2024-12-31 00:00:00
sub_569320,cust_637566,4,churned,monthly,0,2024-04-25,2024-06-12,2024-04-25 00:00:00,2024-06-12 00:00:00
sub_918149,cust_418841,1,active,monthly,0,2024-07-31,,2024-07-31 00:00:00,2024-12-31 00:00:00
sub_503150,cust_400748,1,active,monthly,0,2024-05-11,,2024-05-11 00:00:00,2024-12-31 00:00:00
sub_928928,cust_114892,2,churned,monthly,0,2023-04-25,2024-06-26,2023-04-25 00:00:00,2024-06-26 00:00:00
sub_668087,cust_608473,4,active,monthly,199,2023-07-05,,2023-07-05 00:00:00,2024-12-31 00:00:00
sub_927887,cust_533007,1,active,monthly,0,2024-01-28,,2024-01-28 00:00:00,2024-12-31 00:00:00
sub_507976,cust_959340,2,active,monthly,29,2023-04-29,,2023-04-29 00:00:00,2024-12-31 00:00:00
sub_116391,cust_597643,2,churned,monthly,0,2023-09-26,2024-01-18,2023-09-26 00:00:00,2024-01-18 00:00:00
sub_225805,cust_816047,4,active,annual,199,2023-02-12,,2023-02-12 00:00:00,2024-12-31 00:00:00
sub_863197,cust_203050,3,churned,annual,0,2023-09-19,2024-03-18,2023-09-19 00:00:00,2024-03-18 00:00:00
sub_256957,cust_453796,4,active,monthly,199,2024-11-24,,2024-11-24 00:00:00,2024-12-31 00:00:00
sub_907151,cust_818798,1,active,annual,0,2024-04-01,,2024-04-01 00:00:00,2024-12-31 00:00:00
sub_346425,cust_976042,4,active,annual,199,2023-08-11,,2023-08-11 00:00:00,2024-12-31 00:00:00
sub_244933,cust_779378,3,active,monthly,79,2024-08-02,,2024-08-02 00:00:00,2024-12-31 00:00:00
sub_868488,cust_389809,4,active,monthly,199,2024-03-13,,2024-03-13 00:00:00,2024-12-31 00:00:00
sub_242737,cust_448813,4,churned,annual,0,2023-03-03,2023-04-02,2023-03-03 00:00:00,2023-04-02 00:00:00
sub_340725,cust_213697,3,active,monthly,79,2023-05-28,,2023-05-28 00:00:00,2024-12-31 00:00:00
sub_251070,cust_173832,3,active,monthly,79,2024-08-08,,2024-08-08 00:00:00,2024-12-31 00:00:00
sub_854304,cust_509451,2,active,annual,29,2023-09-30,,2023-09-30 00:00:00,2024-12-31 00:00:00
sub_309905,cust_863119,2,churned,monthly,0,2023-03-13,2024-02-10,2023-03-13 00:00:00,2024-02-10 00:00:00
sub_523651,cust_476353,3,active,monthly,79,2023-12-08,,2023-12-08 00:00:00,2024-12-31 00:00:00
sub_607336,cust_903741,4,active,monthly,199,2023-10-24,,2023-10-24 00:00:00,2024-12-31 00:00:00
sub_284076,cust_822303,2,active,monthly,29,2024-01-03,,2024-01-03 00:00:00,2024-12-31 00:00:00
sub_789173,cust_350069,1,active,annual,0,2024-05-15,,2024-05-15 00:00:00,2024-12-31 00:00:00
sub_927695,cust_926045,1,active,monthly,0,2023-02-13,,2023-02-13 00:00:00,2024-12-31 00:00:00
sub_102818,cust_175532,2,churned,monthly,0,2023-02-07,2023-04-29,2023-02-07 00:00:00,2023-04-29 00:00:00
sub_799107,cust_115063,4,churned,annual,0,2023-06-26,2024-09-20,2023-06-26 00:00:00,2024-09-20 00:00:00
sub_681131,cust_957179,1,active,monthly,0,2023-04-19,,2023-04-19 00:00:00,2024-12-31 00:00:00
sub_214798,cust_873774,2,active,monthly,29,2024-11-25,,2024-11-25 00:00:00,2024-12-31 00:00:00
sub_320254,cust_451801,2,active,annual,29,2023-03-06,,2023-03-06 00:00:00,2024-12-31 00:00:00
sub_522257,cust_142675,4,active,monthly,199,2023-05-17,,2023-05-17 00:00:00,2024-12-31 00:00:00
sub_138821,cust_193471,4,active,monthly,199,2024-10-29,,2024-10-29 00:00:00,2024-12-31 00:00:00
sub_498756,cust_384111,2,active,monthly,29,2024-06-19,,2024-06-19 00:00:00,2024-12-31 00:00:00
sub_256900,cust_192296,3,active,annual,79,2024-10-04,,2024-10-04 00:00:00,2024-12-31 00:00:00
sub_755725,cust_665940,3,active,monthly,79,2024-06-03,,2024-06-03 00:00:00,2024-12-31 00:00:00
sub_466975,cust_597457,2,active,annual,29,2024-05-24,,2024-05-24 00:00:00,2024-12-31 00:00:00
sub_575774,cust_944264,1,active,monthly,0,2024-04-09,,2024-04-09 00:00:00,2024-12-31 00:00:00
sub_878720,cust_346729,3,active,annual,79,2024-03-31,,2024-03-31 00:00:00,2024-12-31 00:00:00
sub_391431,cust_202827,4,churned,monthly,0,2023-08-31,2024-10-15,2023-08-31 00:00:00,2024-10-15 00:00:00
sub_525239,cust_251981,2,active,annual,29,2023-08-10,,2023-08-10 00:00:00,2024-12-31 00:00:00
sub_555275,cust_452207,3,active,monthly,79,2023-05-11,,2023-05-11 00:00:00,2024-12-31 00:00:00
sub_459366,cust_330533,3,active,annual,79,2023-10-30,,2023-10-30 00:00:00,2024-12-31 00:00:00
sub_219753,cust_998602,4,active,annual,199,2024-06-18,,2024-06-18 00:00:00,2024-12-31 00:00:00
sub_725119,cust_358635,3,churned,monthly,0,2023-09-11,2024-09-15,2023-09-11 00:00:00,2024-09-15 00:00:00
sub_971044,cust_146372,3,churned,monthly,0,2023-02-11,2023-03-10,2023-02-11 00:00:00,2023-03-10 00:00:00
sub_546235,cust_352194,2,churned,monthly,0,2023-03-27,2023-09-23,2023-03-27 00:00:00,2023-09-23 00:00:00
sub_412086,cust_195136,2,active,annual,29,2023-01-17,,2023-01-17 00:00:00,2024-12-31 00:00:00
sub_500788,cust_909327,3,active,monthly,79,2023-05-22,,2023-05-22 00:00:00,2024-12-31 00:00:00
sub_959636,cust_503575,1,active,monthly,0,2023-12-07,,2023-12-07 00:00:00,2024-12-31 00:00:00
sub_193347,cust_817923,3,active,monthly,79,2023-03-24,,2023-03-24 00:00:00,2024-12-31 00:00:00
sub_372667,cust_483349,1,active,monthly,0,2024-04-21,,2024-04-21 00:00:00,2024-12-31 00:00:00
sub_631468,cust_451199,2,churned,monthly,0,2023-09-02,2023-10-19,2023-09-02 00:00:00,2023-10-19 00:00:00
sub_149096,cust_436030,3,active,monthly,79,2023-12-28,,2023-12-28 00:00:00,2024-12-31 00:00:00
sub_623957,cust_228670,2,active,monthly,29,2024-04-26,,2024-04-26 00:00:00,2024-12-31 00:00:00
sub_796866,cust_948083,4,active,monthly,199,2023-03-09,,2023-03-09 00:00:00,2024-12-31 00:00:00
sub_290552,cust_272769,2,churned,monthly,0,2023-10-10,2024-09-21,2023-10-10 00:00:00,2024-09-21 00:00:00
sub_259057,cust_667735,2,churned,monthly,0,2023-05-16,2024-05-21,2023-05-16 00:00:00,2024-05-21 00:00:00
sub_519567,cust_975505,2,active,monthly,29,2024-06-16,,2024-06-16 00:00:00,2024-12-31 00:00:00
sub_602816,cust_982804,4,active,monthly,199,2024-07-15,,2024-07-15 00:00:00,2024-12-31 00:00:00
sub_969999,cust_402143,2,churned,monthly,0,2023-02-18,2024-02-23,2023-02-18 00:00:00,2024-02-23 00:00:00
sub_635868,cust_283877,1,active,monthly,0,2024-11-13,,2024-11-13 00:00:00,2024-12-31 00:00:00
sub_391941,cust_841484,4,active,annual,199,2023-02-05,,2023-02-05 00:00:00,2024-12-31 00:00:00
sub_384027,cust_524214,3,active,monthly,79,2024-05-26,,2024-05-26 00:00:00,2024-12-31 00:00:00
sub_746413,cust_839719,4,active,monthly,199,2023-10-30,,2023-10-30 00:00:00,2024-12-31 00:00:00
sub_216020,cust_563581,2,churned,monthly,0,2023-12-13,2024-01-30,2023-12-13 00:00:00,2024-01-30 00:00:00
sub_358365,cust_981723,3,churned,monthly,0,2023-08-14,2024-12-05,2023-08-14 00:00:00,2024-12-05 00:00:00
sub_413223,cust_391427,1,churned,monthly,0,2023-07-20,2023-09-05,2023-07-20 00:00:00,2023-09-05 00:00:00
sub_815557,cust_732471,4,active,annual,199,2024-09-11,,2024-09-11 00:00:00,2024-12-31 00:00:00
sub_442752,cust_398477,2,churned,annual,0,2023-12-20,2024-02-03,2023-12-20 00:00:00,2024-02-03 00:00:00
sub_481878,cust_563999,3,active,monthly,79,2023-10-23,,2023-10-23 00:00:00,2024-12-31 00:00:00
sub_370625,cust_250616,4,churned,annual,0,2023-08-01,2024-05-15,2023-08-01 00:00:00,2024-05-15 00:00:00
sub_295809,cust_386606,1,active,monthly,0,2024-02-29,,2024-02-29 00:00:00,2024-12-31 00:00:00
sub_425704,cust_614416,3,active,monthly,79,2023-02-13,,2023-02-13 00:00:00,2024-12-31 00:00:00
sub_567785,cust_414750,3,active,monthly,79,2024-10-17,,2024-10-17 00:00:00,2024-12-31 00:00:00
sub_179838,cust_129824,4,active,monthly,199,2023-05-03,,2023-05-03 00:00:00,2024-12-31 00:00:00
sub_804380,cust_758501,3,active,monthly,79,2024-05-02,,2024-05-02 00:00:00,2024-12-31 00:00:00
sub_420343,cust_583439,3,active,monthly,79,2023-05-19,,2023-05-19 00:00:00,2024-12-31 00:00:00
sub_300936,cust_180558,2,active,annual,29,2024-06-10,,2024-06-10 00:00:00,2024-12-31 00:00:00
sub_736213,cust_986041,3,churned,annual,0,2023-11-05,2024-01-23,2023-11-05 00:00:00,2024-01-23 00:00:00
sub_671808,cust_491133,2,churned,monthly,0,2024-05-11,2024-11-20,2024-05-11 00:00:00,2024-11-20 00:00:00
sub_849894,cust_685792,4,active,annual,199,2024-09-20,,2024-09-20 00:00:00,2024-12-31 00:00:00
sub_170213,cust_222227,2,churned,annual,0,2023-05-15,2024-01-24,2023-05-15 00:00:00,2024-01-24 00:00:00
sub_661072,cust_280572,2,churned,annual,0,2023-11-08,2024-05-01,2023-11-08 00:00:00,2024-05-01 00:00:00
sub_724695,cust_236543,3,active,monthly,79,2023-03-22,,2023-03-22 00:00:00,2024-12-31 00:00:00
sub_495147,cust_931578,3,active,monthly,79,2024-11-06,,2024-11-06 00:00:00,2024-12-31 00:00:00
sub_844984,cust_920375,2,churned,monthly,0,2023-05-07,2024-03-22,2023-05-07 00:00:00,2024-03-22 00:00:00
sub_694103,cust_390849,2,active,monthly,29,2024-08-16,,2024-08-16 00:00:00,2024-12-31 00:00:00
sub_275933,cust_706217,3,churned,monthly,0,2023-01-15,2023-02-23,2023-01-15 00:00:00,2023-02-23 00:00:00
sub_102215,cust_324411,4,active,monthly,199,2024-05-31,,2024-05-31 00:00:00,2024-12-31 00:00:00
sub_982140,cust_544692,3,active,monthly,79,2023-08-08,,2023-08-08 00:00:00,2024-12-31 00:00:00
sub_541597,cust_838963,4,churned,annual,0,2023-10-23,2024-06-07,2023-10-23 00:00:00,2024-06-07 00:00:00
sub_117722,cust_981946,2,churned,monthly,0,2024-03-30,2024-05-17,2024-03-30 00:00:00,2024-05-17 00:00:00
sub_878247,cust_113406,3,active,monthly,79,2024-11-21,,2024-11-21 00:00:00,2024-12-31 00:00:00
sub_557086,cust_719244,4,churned,monthly,0,2023-04-15,2023-08-06,2023-04-15 00:00:00,2023-08-06 00:00:00
sub_413619,cust_523927,4,churned,annual,0,2023-05-06,2023-12-21,2023-05-06 00:00:00,2023-12-21 00:00:00
sub_688982,cust_775105,2,active,annual,29,2024-02-14,,2024-02-14 00:00:00,2024-12-31 00:00:00
sub_685136,cust_228125,3,active,monthly,79,2023-09-14,,2023-09-14 00:00:00,2024-12-31 00:00:00
sub_576632,cust_128048,2,active,monthly,29,2023-07-03,,2023-07-03 00:00:00,2024-12-31 00:00:00
sub_582943,cust_616096,2,churned,monthly,0,2024-04-22,2024-12-24,2024-04-22 00:00:00,2024-12-24 00:00:00
sub_556909,cust_133133,2,active,monthly,29,2024-03-16,,2024-03-16 00:00:00,2024-12-31 00:00:00
sub_379341,cust_917241,3,active,annual,79,2023-11-07,,2023-11-07 00:00:00,2024-12-31 00:00:00
sub_869987,cust_680684,3,active,monthly,79,2024-07-06,,2024-07-06 00:00:00,2024-12-31 00:00:00
sub_967466,cust_746908,3,active,monthly,79,2024-11-23,,2024-11-23 00:00:00,2024-12-31 00:00:00
sub_627537,cust_878103,2,churned,monthly,0,2024-08-20,2024-10-19,2024-08-20 00:00:00,2024-10-19 00:00:00
sub_689780,cust_356092,2,active,annual,29,2023-09-11,,2023-09-11 00:00:00,2024-12-31 00:00:00
sub_722485,cust_441958,3,churned,monthly,0,2023-02-08,2024-06-03,2023-02-08 00:00:00,2024-06-03 00:00:00
sub_834696,cust_431889,3,active,annual,79,2024-01-22,,2024-01-22 00:00:00,2024-12-31 00:00:00
sub_533276,cust_950874,2,active,monthly,29,2024-11-14,,2024-11-14 00:00:00,2024-12-31 00:00:00
sub_461353,cust_401314,1,churned,monthly,0,2023-09-29,2024-12-15,2023-09-29 00:00:00,2024-12-15 00:00:00
sub_912314,cust_720615,1,active,monthly,0,2023-12-11,,2023-12-11 00:00:00,2024-12-31 00:00:00
sub_672176,cust_943187,3,active,monthly,79,2023-11-04,,2023-11-04 00:00:00,2024-12-31 00:00:00
sub_936547,cust_289373,4,active,annual,199,2023-01-20,,2023-01-20 00:00:00,2024-12-31 00:00:00
sub_866110,cust_768914,3,active,monthly,79,2024-06-29,,2024-06-29 00:00:00,2024-12-31 00:00:00
sub_730222,cust_254920,1,active,annual,0,2023-09-04,,2023-09-04 00:00:00,2024-12-31 00:00:00
sub_832569,cust_379901,1,churned,annual,0,2023-10-21,2024-04-07,2023-10-21 00:00:00,2024-04-07 00:00:00
sub_833621,cust_967412,4,churned,annual,0,2023-11-14,2024-09-17,2023-11-14 00:00:00,2024-09-17 00:00:00
sub_204745,cust_370948,3,churned,annual,0,2023-10-12,2024-05-29,2023-10-12 00:00:00,2024-05-29 00:00:00
